,pvar,pvarcode,pvarname,cutoff,use
3539,2752,Ulm/Zel,Ulmus/Zelkova,0.0035,1
3540,854,Umb,Umbelliferae,0.005,1
3541,855,Umb.TA,Umbelliferae (type 1),0.005,1
3542,856,Umb.TB,Umbelliferae (type 2),0.005,1
3543,857,Umb.TC,Umbelliferae (type 3),0.005,1
3544,2262,Umbeae3,Umbelliferae 3,0.005,1
3545,858,Umb.ud,Umbelliferae undiff.,0.005,1
3546,3669,Umb/Api,Umbelliferae/Apiaceae,0.005,1
3547,859,Ubi,Umbilicus,0.005,1
3548,860,Ubi-T,Umbilicus-type,0.005,1
3549,1984,Umb.r-T,Umbillicus rupestris-type,0.005,1
3550,986,Unk,Unknown,0.005,1
3551,1437,Ind.ud.p,Unknown pollen,0.005,1
3552,1438,Ind.ud.s,Unknown spore(s),0.005,1
3553,861,Urt,Urtica,0.005,1
3554,3137,Urt.cf.P,Urtica cf. pilulifera,0.005,1
3555,2009,Urt.cf.d,Urtica cf. U. dioica,0.005,1
3556,862,Urt.d,Urtica dioica,0.005,1
3557,863,Urt.d-T,Urtica dioica-type,0.005,1
3558,3290,Urt.p,Urtica pilulifera,0.005,1
3559,1768,Urt.p-T,Urtica pilulifera-type,0.005,1
3560,2114,Uti.u,Urtica undiff.,0.005,1
3561,864,Urt.u,Urtica urens,0.005,1
3562,865,Urt-T,Urtica-type,0.005,1
3563,2995,Urt/Hum,Urtica/Humulus,0.005,1
3564,866,Urtae,Urticaceae,0.005,1
3565,1635,Urtles,Urticales,0.005,1
3566,3186,Ust.d,Ustulina deusta,0.005,1
3567,867,Utr,Utricularia,0.005,1
3568,2559,Utr.m,Utricularia minor,0.005,1
3569,2568,Utr.v,Utricularia vulgaris,0.005,1
3570,3319,Utr.v-T,Utricularia vulgaris-type,0.005,1
3571,1866,Var,Vaccaria,0.005,1
3572,1837,Vac/Pet,Vaccaria/Petrorhagia,0.005,1
3573,3358,Vacceae,Vacciniaceae,0.005,1
3574,868,Vac,Vaccinium,0.005,1
3575,1016,Vac.m,Vaccinium myrtillus,0.005,1
3576,869,Vac.m-T,Vaccinium myrtillus-type,0.005,1
3577,1124,Vac.o,Vaccinium oxycoccos,0.005,1
3578,1394,Vac.Sg.O,Vaccinium Subgen. Oxycoccus,0.005,1
3579,2574,Vac.u,Vaccinium uliginosum,0.005,1
3580,870,Vac-T,Vaccinium-type,0.005,1
3581,871,Val,Valeriana,0.005,1
3582,2344,Val.cf.d,Valeriana cf. V. dioica,0.005,1
3583,3359,Val.Cf.o,Valeriana cf. V. officinalis,0.005,1
3584,1357,Val.Cfos,Valeriana cf. V. officinalis ssp. sambucifolia,0.005,1
3585,1392,Val.d,Valeriana dioica,0.005,1
3586,2161,Val.d.s,Valeriana dioica Subsp. simplicifolia,0.005,1
3587,2753,Val.d-T,Valeriana dioica-type,0.005,1
3588,872,Val.o,Valeriana officinalis,0.005,1
3589,1830,Val.o.s,Valeriana officinalis subsp. sambucifolia,0.005,1
3590,1700,Val.o-T,Valeriana officinalis-type,0.005,1
3591,3050,Val.s-T,Valeriana sambucifolia-type,0.005,1
3592,2525,Val.t,Valeriana tripteris,0.005,1
3593,2754,Val.t-T,Valeriana tripteris-type,0.005,1
3594,1056,Val.ud,Valeriana undiff.,0.005,1
3595,1317,Val-T,Valeriana-type,0.005,1
3596,2473,Val/Val,Valeriana/Valerianella,0.005,1
3597,873,Valae,Valerianaceae,0.005,1
3598,874,Vlr,Valerianella,0.005,1
3599,2535,Val.c,Valerianella campestris,0.005,1
3600,2247,Var.d,Valerianella dentata,0.005,1
3601,1090,Varia,Varia,0.005,1
3602,1462,Vum,Veratrum,0.005,1
3603,1341,Ver.a,Veratrum album,0.005,1
3604,1304,Vet-T,Veratrum-type,0.005,1
3605,875,Vbc,Verbascum,0.005,1
3606,2872,Ver.p-T,Verbascum pulverulentum-type,0.005,1
3607,1305,Veb-T,Verbascum-type,0.005,1
3608,876,Vbn,Verbena,0.005,1
3609,1501,Ver.o,Verbena officinalis,0.005,1
3610,2613,Verbeae,Verbenaceae,0.005,1
3611,877,Ver,Veronica,0.005,1
3612,2633,Ver.a-a,Veronica anagallis-aquatica,0.005,1
3613,2349,Ver.b,Veronica beccabunga,0.005,1
3614,2267,Ver.b-T,Veronica beccabunga-type,0.005,1
3615,3131,Ver.cf.s,Veronica cf. spicata,0.005,1
3616,3156,Ver.c,Veronica chamaedrys,0.005,1
3617,3160,Veo.o,Veronica officinalis,0.005,1
3618,878,Ver-T,Veronica-type,0.005,1
3619,879,Vib,Viburnum,0.005,1
3620,1996,Vib.cf.o,Viburnum cf. V. opulus,0.005,1
3621,1083,Vib.l,Viburnum lantana,0.005,1
3622,2756,Vib.l-T,Viburnum lantana-type,0.005,1
3623,880,Vib.o,Viburnum opulus,0.005,1
3624,1730,Vib.o-T,Viburnum opulus-type,0.005,1
3625,2816,Vib.t,Viburnum tinus,0.005,1
3626,2185,Vib.u,Viburnum undiff.,0.005,1
3627,1626,Vib-T,Viburnum-type,0.005,1
3628,1829,Vib/Sam,Viburnum/Sambucus,0.005,1
3629,881,Vic,Vicia,0.005,1
3630,882,Vic.cf.c,Vicia cf. V. cracca,0.005,1
3631,1039,Vic.cf.h,Vicia cf. V. hirsuta,0.005,1
3632,1033,Vic.cf.s,Vicia cf. V. sepium,0.005,1
3633,1234,Vic.c,Vicia cracca,0.005,1
3634,883,Vic.c-T,Vicia cracca-type,0.005,1
3635,884,Vic.f,Vicia faba,0.005,1
3636,885,Vic.s-T,Vicia sylvatica-type,0.005,1
3637,886,Vic-T,Vicia-type,0.005,1
3638,887,Vic/Lat,Vicia/Lathyrus,0.005,1
3639,3674,Vic/LatT,Vicia/Lathyrus-type,0.005,1
3640,3355,Vicceae,Viciaceae,0.005,1
3641,3512,Vin,Vincetoxicum,0.005,1
3642,888,Vio,Viola,0.005,1
3643,889,Vio.a,Viola arvensis,0.005,1
3644,890,Vio.a-T,Viola arvensis-type,0.005,1
3645,3360,Vio.c-T,Viola canina-type,0.005,1
3646,1094,Vio.p,Viola palustris,0.005,1
3647,891,Vio.p-T,Viola palustris-type,0.005,1
3648,892,Vio.r-T,Viola riviniana-type,0.005,1
3649,893,Vio.t,Viola tricolor,0.005,1
3650,894,Vioae,Violaceae,0.005,1
3651,895,Vis,Viscum,0.005,1
3652,1235,Vis.a,Viscum album,0.005,1
3653,3287,Vis.a-T,Viscum album-type,0.005,1
3654,3487,Viteae,Vitaceae,0.005,1
3655,2406,Vit,Vitex,0.005,1
3656,896,Vtx,Vitex agnus-castus,0.005,1
3657,897,Vts,Vitis,0.005,1
3658,3488,Vit.s/v,Vitis sylvestris/vinifera,0.005,1
3659,898,Vts.v,Vitis vinifera,0.005,1
3660,3324,..exam,Volume or mass examined,0.005,1
3661,2604,vol.sp.a,Volume spike added,0.005,1
3662,2832,Weight,Weight,0.005,1
3663,3059,wei.tab,Weight of tablets,0.005,1
3664,2673,Woo,Woodsia,0.005,1
3665,2617,Woo.i,Woodsia ilvensis,0.005,1
3666,2553,Woo.u,Woodsia undiff.,0.005,1
3667,975,Wod-T,Woodsia-type,0.005,1
3668,899,Xan,Xanthium,0.005,1
3669,3374,Xan.s-T,Xanthium spicatum-type,0.005,1
3670,3416,Xnt.s-T,Xanthium spinosum-type,0.005,1
3671,1236,Xan-T,Xanthium-type,0.005,1
3672,1655,Xer,Xeranthemum,0.005,1
3673,3402,Zan,Zannichellia,0.005,1
3674,3403,Zan-T,Zannichellia-type,0.005,1
3675,3401,Zaneae,Zannichelliaceae,0.005,1
3676,3024,Zea,Zea,0.005,1
3677,900,Zea.m,Zea mays,0.005,1
3678,2837,Zea.ud,Zea undiff.,0.005,1
3679,901,Zel,Zelkova,0.005,1
3680,2688,Zel.a,Zelkova abelicea,0.005,1
3681,2755,Ziz,Zizyphus,0.005,1
3682,2664,Ziz.l,Zizyphus lotus,0.005,1
3683,2281,Zyn,Zygnema,0.005,1
3684,2171,Zyg-T,Zygnema-type,0.005,1
3685,2609,Zyg/Spi,Zygnema/Spirogyra,0.005,1
3686,2139,Zygcae,Zygnemataceae,0.005,1
3687,2282,Zyg.u,Zygnemataceae undiff.,0.005,1
3688,1917,Zygae,Zygophyllaceae,0.005,1
3689,1577,Zyg,Zygophyllum,0.005,1
